[2025-06-11 16:22:42.017] Set mA
[2025-06-11 16:22:58.179] Set: 401 V,  HV: 371 V,  I: 3.03 mA
[2025-06-11 16:22:58.379] Set: 407 V,  HV: 377 V,  I: 3.05 mA
[2025-06-11 16:22:58.584] Set: 396 V,  HV: 363 V,  I: 3.07 mA
[2025-06-11 16:22:58.785] Set: 389 V,  HV: 365 V,  I: 3.06 mA
[2025-06-11 16:22:58.986] Set: 393 V,  HV: 367 V,  I: 3.07 mA
[2025-06-11 16:22:59.191] Set: 397 V,  HV: 367 V,  I: 3.08 mA
[2025-06-11 16:22:59.390] Set: 393 V,  HV: 365 V,  I: 3.09 mA
[2025-06-11 16:22:59.592] Set: 392 V,  HV: 365 V,  I: 3.09 mA
[2025-06-11 16:22:59.797] Set: 407 V,  HV: 375 V,  I: 3.02 mA
[2025-06-11 16:22:59.993] Set: 408 V,  HV: 375 V,  I: 3.04 mA
[2025-06-11 16:23:00.193] Set: 408 V,  HV: 371 V,  I: 3.02 mA
[2025-06-11 16:23:00.404] Set: 391 V,  HV: 370 V,  I: 3.06 mA
[2025-06-11 16:23:00.604] Set: 390 V,  HV: 365 V,  I: 3.08 mA
[2025-06-11 16:23:00.804] Set: 394 V,  HV: 369 V,  I: 3.07 mA
[2025-06-11 16:23:01.006] Set: 391 V,  HV: 369 V,  I: 3.08 mA
[2025-06-11 16:23:01.206] Set: 391 V,  HV: 368 V,  I: 3.07 mA
[2025-06-11 16:23:01.404] Set: 393 V,  HV: 370 V,  I: 3.08 mA
[2025-06-11 16:23:01.616] Set: 407 V,  HV: 374 V,  I: 3.02 mA
[2025-06-11 16:23:01.817] Set: 407 V,  HV: 372 V,  I: 3.02 mA
[2025-06-11 16:23:02.017] Set: 407 V,  HV: 373 V,  I: 3.02 mA
[2025-06-11 16:23:02.221] Set: 392 V,  HV: 365 V,  I: 3.08 mA
[2025-06-11 16:23:02.422] Set: 393 V,  HV: 368 V,  I: 3.08 mA
[2025-06-11 16:23:02.618] Set: 395 V,  HV: 369 V,  I: 3.06 mA
[2025-06-11 16:23:02.827] Set: 397 V,  HV: 367 V,  I: 3.06 mA
[2025-06-11 16:23:03.027] Set: 400 V,  HV: 368 V,  I: 3.08 mA
[2025-06-11 16:23:03.229] Set: 401 V,  HV: 360 V,  I: 3.08 mA
[2025-06-11 16:23:03.433] Set: 408 V,  HV: 367 V,  I: 3.05 mA
[2025-06-11 16:23:03.633] Set: 407 V,  HV: 372 V,  I: 3.01 mA
[2025-06-11 16:23:03.827] Set: 411 V,  HV: 361 V,  I: 3.04 mA
[2025-06-11 16:23:04.033] Set: 398 V,  HV: 365 V,  I: 3.08 mA
[2025-06-11 16:23:04.237] Set: 396 V,  HV: 368 V,  I: 3.09 mA
[2025-06-11 16:23:04.438] Set: 400 V,  HV: 366 V,  I: 3.09 mA
[2025-06-11 16:23:04.645] Set: 396 V,  HV: 358 V,  I: 3.09 mA
[2025-06-11 16:23:04.846] Set: 405 V,  HV: 361 V,  I: 3.10 mA
[2025-06-11 16:23:05.043] Set: 400 V,  HV: 360 V,  I: 3.10 mA
[2025-06-11 16:23:05.250] Set: 405 V,  HV: 360 V,  I: 3.06 mA
[2025-06-11 16:23:05.449] Set: 411 V,  HV: 359 V,  I: 3.06 mA
[2025-06-11 16:23:05.649] Set: 410 V,  HV: 362 V,  I: 3.06 mA
[2025-06-11 16:23:05.859] Set: 394 V,  HV: 361 V,  I: 3.08 mA
[2025-06-11 16:23:06.050] Set: 394 V,  HV: 358 V,  I: 3.09 mA
[2025-06-11 16:23:06.250] Set: 398 V,  HV: 356 V,  I: 3.12 mA
[2025-06-11 16:23:06.465] Set: 400 V,  HV: 365 V,  I: 3.08 mA
[2025-06-11 16:23:06.662] Set: 393 V,  HV: 366 V,  I: 3.08 mA
[2025-06-11 16:23:06.863] Set: 402 V,  HV: 364 V,  I: 3.09 mA
[2025-06-11 16:23:07.069] Set: 408 V,  HV: 362 V,  I: 3.06 mA
[2025-06-11 16:23:07.267] Set: 409 V,  HV: 369 V,  I: 3.02 mA
[2025-06-11 16:23:07.468] Set: 411 V,  HV: 362 V,  I: 3.06 mA
[2025-06-11 16:23:07.669] Set: 394 V,  HV: 360 V,  I: 3.08 mA
[2025-06-11 16:23:07.871] Set: 400 V,  HV: 361 V,  I: 3.10 mA
[2025-06-11 16:23:08.067] Set: 394 V,  HV: 358 V,  I: 3.09 mA
[2025-06-11 16:23:08.278] Set: 398 V,  HV: 360 V,  I: 3.08 mA
[2025-06-11 16:23:08.477] Set: 403 V,  HV: 362 V,  I: 3.10 mA
[2025-06-11 16:23:08.679] Set: 400 V,  HV: 361 V,  I: 3.09 mA
[2025-06-11 16:23:08.882] Set: 407 V,  HV: 361 V,  I: 3.06 mA
[2025-06-11 16:23:09.085] Set: 410 V,  HV: 356 V,  I: 3.06 mA
[2025-06-11 16:23:09.283] Set: 409 V,  HV: 361 V,  I: 3.06 mA
[2025-06-11 16:23:09.490] Set: 397 V,  HV: 355 V,  I: 3.11 mA
[2025-06-11 16:23:09.690] Set: 394 V,  HV: 356 V,  I: 3.10 mA
[2025-06-11 16:23:09.893] Set: 396 V,  HV: 355 V,  I: 3.11 mA
[2025-06-11 16:23:10.096] Set: 397 V,  HV: 357 V,  I: 3.10 mA
[2025-06-11 16:23:10.298] Set: 400 V,  HV: 358 V,  I: 3.10 mA
[2025-06-11 16:23:10.500] Set: 403 V,  HV: 358 V,  I: 3.10 mA
[2025-06-11 16:23:10.700] Set: 407 V,  HV: 350 V,  I: 3.06 mA
[2025-06-11 16:23:10.903] Set: 410 V,  HV: 356 V,  I: 3.07 mA
[2025-06-11 16:23:11.100] Set: 407 V,  HV: 350 V,  I: 3.09 mA
[2025-06-11 16:23:11.310] Set: 396 V,  HV: 354 V,  I: 3.11 mA
[2025-06-11 16:23:11.510] Set: 398 V,  HV: 354 V,  I: 3.10 mA
[2025-06-11 16:23:11.711] Set: 396 V,  HV: 355 V,  I: 3.11 mA
[2025-06-11 16:23:11.917] Set: 403 V,  HV: 358 V,  I: 3.10 mA
[2025-06-11 16:23:12.117] Set: 401 V,  HV: 360 V,  I: 3.10 mA
[2025-06-11 16:23:12.317] Set: 403 V,  HV: 361 V,  I: 3.09 mA
[2025-06-11 16:23:12.523] Set: 399 V,  HV: 355 V,  I: 3.09 mA
[2025-06-11 16:23:12.721] Set: 407 V,  HV: 352 V,  I: 3.09 mA
[2025-06-11 16:23:12.922] Set: 398 V,  HV: 355 V,  I: 3.09 mA
[2025-06-11 16:23:13.121] Set: 395 V,  HV: 356 V,  I: 3.10 mA
[2025-06-11 16:23:13.330] Set: 398 V,  HV: 355 V,  I: 3.11 mA
[2025-06-11 16:23:13.529] Set: 392 V,  HV: 358 V,  I: 3.09 mA
[2025-06-11 16:23:13.735] Set: 401 V,  HV: 363 V,  I: 3.08 mA
[2025-06-11 16:23:13.934] Set: 399 V,  HV: 361 V,  I: 3.09 mA
[2025-06-11 16:23:14.135] Set: 400 V,  HV: 366 V,  I: 3.08 mA
[2025-06-11 16:23:14.341] Set: 400 V,  HV: 356 V,  I: 3.09 mA
[2025-06-11 16:23:14.543] Set: 389 V,  HV: 364 V,  I: 3.07 mA
[2025-06-11 16:23:14.743] Set: 399 V,  HV: 360 V,  I: 3.08 mA
[2025-06-11 16:23:14.945] Set: 394 V,  HV: 360 V,  I: 3.09 mA
[2025-06-11 16:23:15.149] Set: 391 V,  HV: 369 V,  I: 3.09 mA
