Time,PMON 1,PMON_2,PMON_3,PMON_4,PMON_5,PMON_6
11:26:09,None,None,None,None,None,None
11:26:11,None,None,None,None,None,None
11:26:12,None,None,None,None,None,None
11:26:12,None,None,None,None,None,None
11:26:13,None,None,None,None,None,None
11:26:14,21.02,None,None,None,None,None
11:26:14,21.02,None,None,None,None,None
11:26:15,21.02,None,None,None,None,None
11:26:15,21.02,None,None,None,None,None
11:26:16,21.02,SENSOR_ERROR,22.32,None,None,None
11:26:17,21.02,SENSOR_ERROR,22.32,SENSOR_ERROR,23.11,None
11:26:17,21.02,SENSOR_ERROR,22.32,SENSOR_ERROR,23.11,20.91
11:26:18,21.02,SENSOR_ERROR,22.32,SENSOR_ERROR,23.11,20.91
11:26:19,21.02,SENSOR_ERROR,22.32,SENSOR_ERROR,23.11,20.91
11:26:19,21.02,SENSOR_ERROR,22.32,SENSOR_ERROR,23.11,20.91
11:26:20,21.02,SENSOR_ERROR,22.32,SENSOR_ERROR,23.11,20.91
11:26:21,21.02,SENSOR_ERROR,22.32,SENSOR_ERROR,23.11,20.91
11:26:21,21.03,SENSOR_ERROR,22.32,SENSOR_ERROR,23.11,20.91
11:26:22,21.03,SENSOR_ERROR,22.32,SENSOR_ERROR,23.11,20.91
11:26:22,21.02,SENSOR_ERROR,22.32,SENSOR_ERROR,23.11,20.91
11:26:23,21.02,SENSOR_ERROR,22.32,SENSOR_ERROR,23.11,20.91
11:26:24,21.02,SENSOR_ERROR,22.32,SENSOR_ERROR,23.11,20.91
11:26:24,21.03,SENSOR_ERROR,22.32,SENSOR_ERROR,23.11,20.91
11:26:25,21.03,SENSOR_ERROR,22.32,SENSOR_ERROR,23.11,20.91
11:26:26,21.03,SENSOR_ERROR,22.32,SENSOR_ERROR,23.11,20.91
11:26:26,21.01,SENSOR_ERROR,22.32,SENSOR_ERROR,23.11,20.91
11:26:27,21.01,SENSOR_ERROR,22.32,SENSOR_ERROR,23.11,20.91
11:26:28,21.01,SENSOR_ERROR,22.32,SENSOR_ERROR,23.11,20.91
11:26:28,21.01,SENSOR_ERROR,22.32,SENSOR_ERROR,23.11,20.91
11:26:29,21.01,SENSOR_ERROR,22.32,SENSOR_ERROR,23.11,20.91
11:26:29,21.01,SENSOR_ERROR,22.32,SENSOR_ERROR,23.13,20.91
11:26:30,21.01,SENSOR_ERROR,22.32,SENSOR_ERROR,23.13,20.90
11:26:31,21.01,SENSOR_ERROR,22.32,SENSOR_ERROR,23.13,20.90
11:26:31,21.02,SENSOR_ERROR,22.32,SENSOR_ERROR,23.13,20.90
11:26:32,21.02,SENSOR_ERROR,22.32,SENSOR_ERROR,23.13,20.90
11:26:33,21.02,SENSOR_ERROR,22.32,SENSOR_ERROR,23.13,20.90
11:26:33,21.02,SENSOR_ERROR,22.32,SENSOR_ERROR,23.13,20.90
11:26:34,21.02,SENSOR_ERROR,22.32,SENSOR_ERROR,23.13,20.90
11:26:35,21.02,SENSOR_ERROR,22.32,SENSOR_ERROR,23.13,20.90
11:26:35,21.01,SENSOR_ERROR,22.32,SENSOR_ERROR,23.13,20.90
11:26:36,21.01,SENSOR_ERROR,22.33,SENSOR_ERROR,23.13,20.90
11:26:36,21.01,SENSOR_ERROR,22.33,21.05,23.13,20.90
11:26:37,21.01,SENSOR_ERROR,22.33,21.05,23.13,20.91
11:26:38,21.01,SENSOR_ERROR,22.33,21.05,23.13,20.91
11:26:38,21.01,SENSOR_ERROR,22.33,21.05,23.13,20.91
11:26:39,21.02,SENSOR_ERROR,22.33,21.05,23.13,20.91
11:26:40,21.02,SENSOR_ERROR,22.33,21.05,23.13,20.91
11:26:40,21.02,SENSOR_ERROR,22.33,21.05,23.13,20.91
11:26:41,21.01,SENSOR_ERROR,22.33,21.05,23.13,20.91
11:26:42,21.01,SENSOR_ERROR,22.33,21.05,23.13,20.91
11:26:42,21.01,SENSOR_ERROR,22.33,21.05,23.13,20.91
11:26:43,21.01,SENSOR_ERROR,22.33,21.05,23.13,20.91
11:26:43,21.01,SENSOR_ERROR,22.33,21.05,23.13,20.91
11:26:44,21.00,SENSOR_ERROR,22.33,21.05,23.13,20.91
11:26:45,21.00,SENSOR_ERROR,22.33,21.05,23.13,20.91
11:26:45,21.00,SENSOR_ERROR,22.33,21.05,23.13,20.91
11:26:46,21.00,SENSOR_ERROR,22.33,21.05,23.13,20.91
11:26:47,21.00,SENSOR_ERROR,22.33,21.05,23.13,20.91
11:26:47,21.01,SENSOR_ERROR,22.33,21.05,23.13,20.91
11:26:48,21.01,SENSOR_ERROR,22.33,21.05,23.13,20.91
11:26:48,21.01,SENSOR_ERROR,22.33,21.05,23.13,20.91
11:26:49,21.00,SENSOR_ERROR,22.33,21.05,23.13,20.91
11:26:50,21.00,SENSOR_ERROR,22.32,21.05,23.13,20.91
11:26:50,21.00,SENSOR_ERROR,22.32,21.06,23.13,20.91
11:26:51,21.00,SENSOR_ERROR,22.32,21.06,23.15,20.91
11:26:52,21.00,SENSOR_ERROR,22.32,21.06,23.15,20.91
11:26:52,21.00,SENSOR_ERROR,22.32,21.06,23.15,20.91
11:26:53,21.00,DISCONNECTED,22.32,21.06,23.15,20.91
11:26:53,21.00,DISCONNECTED,22.32,21.05,23.15,20.91
11:26:54,21.00,DISCONNECTED,22.32,21.05,23.14,20.91
11:26:55,21.00,DISCONNECTED,22.32,21.05,23.14,20.91
11:26:55,21.00,DISCONNECTED,22.32,21.05,23.14,20.91
11:26:56,21.02,DISCONNECTED,22.32,21.05,23.14,20.91
11:26:57,21.02,DISCONNECTED,22.32,21.05,23.14,20.91
11:26:57,21.02,DISCONNECTED,22.32,21.05,23.14,20.91
11:26:58,21.02,DISCONNECTED,22.32,21.05,23.14,20.91
11:26:59,21.02,DISCONNECTED,22.32,21.05,23.14,20.91
11:26:59,21.02,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:00,21.02,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:00,21.02,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:01,21.02,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:02,21.02,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:02,21.02,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:03,21.01,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:04,21.01,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:04,21.01,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:05,21.01,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:06,21.01,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:06,21.01,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:07,21.01,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:08,21.01,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:08,21.02,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:09,21.02,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:09,21.02,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:10,21.02,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:11,21.02,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:11,21.01,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:12,21.01,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:13,21.01,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:13,21.00,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:14,21.00,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:14,21.00,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:15,21.01,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:16,21.01,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:16,21.01,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:17,21.01,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:18,21.01,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:18,21.02,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:19,21.02,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:20,21.02,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:20,21.02,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:21,21.02,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:22,21.00,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:22,21.00,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:23,21.00,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:23,21.01,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:24,21.01,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:25,21.01,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:25,21.02,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:26,21.02,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:27,21.01,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:27,21.01,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:28,21.01,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:29,21.01,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:29,21.01,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:30,21.01,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:30,21.01,DISCONNECTED,22.32,21.05,23.14,20.92
11:27:31,21.01,DISCONNECTED,22.32,21.05,23.14,20.92
