Time,Temperature (C)
18:23:03,134.0
18:23:04,134.1
18:23:05,134.1
18:23:07,134.1
18:23:08,134.1
18:23:10,134.1
18:23:12,134.1
18:23:13,134.1
18:23:16,134.1
18:23:18,134.1
18:23:20,134.1
18:23:21,134.1
18:23:23,134.1
18:23:24,134.1
18:23:26,134.1
18:23:27,134.1
18:23:29,134.1
18:23:31,134.1
18:23:32,134.1
18:23:34,134.1
18:23:35,134.1
18:23:37,134.1
18:23:38,134.1
18:23:40,134.1
18:23:41,134.1
18:23:43,134.1
18:23:44,134.1
18:23:46,134.2
18:23:47,134.2
18:23:49,134.2
18:23:50,134.2
18:23:52,134.2
18:23:53,134.2
18:23:55,134.2
18:23:56,134.2
18:23:58,134.2
18:24:00,134.2
18:24:02,134.2
18:24:04,134.2
18:24:05,134.2
18:24:07,134.2
18:24:09,134.2
18:24:10,134.2
18:24:12,134.2
18:24:13,134.2
18:24:15,134.2
18:24:18,134.2
18:24:20,134.2
18:24:21,134.2
18:24:23,134.2
18:24:26,134.2
18:24:27,134.2
18:24:29,134.2
18:24:30,134.2
18:24:32,134.2
18:24:34,134.2
18:24:35,134.2
18:24:37,134.2
18:24:38,134.2
18:24:39,134.2
18:24:41,134.2
18:24:42,134.2
18:24:44,134.2
18:24:45,134.2
18:24:47,134.2
18:24:48,134.2
18:24:50,134.2
18:24:51,134.2
18:24:53,134.2
18:24:54,134.2
18:24:56,134.2
18:24:58,134.2
18:24:59,134.2
18:25:01,134.2
18:25:02,134.2
18:25:04,134.2
18:25:05,134.2
18:25:08,134.2
18:25:11,134.2
18:25:13,134.2
18:25:14,134.2
18:25:17,134.2
18:25:19,134.2
18:25:20,134.2
18:25:22,134.2
18:25:23,134.2
18:25:25,134.2
18:25:26,134.2
18:25:28,134.2
18:25:29,134.2
18:25:31,134.2
18:25:33,134.2
18:25:34,134.2
18:25:36,134.2
18:25:37,134.2
18:25:39,134.2
18:25:40,134.2
18:25:42,134.2
18:25:43,134.2
18:25:45,134.2
18:25:46,134.2
18:25:48,134.2
18:25:50,134.3
18:25:51,134.3
18:25:53,134.3
18:25:56,134.3
18:25:57,134.3
18:25:59,134.3
18:26:01,134.3
18:26:02,134.3
18:26:04,134.3
18:26:05,134.3
18:26:07,134.3
18:26:08,134.3
18:26:10,134.3
18:26:11,134.3
18:26:13,134.3
18:26:15,134.3
18:26:16,134.3
18:26:18,134.3
18:26:20,134.3
18:26:21,134.3
18:26:23,134.3
18:26:25,134.3
18:26:26,134.3
18:26:28,134.3
18:26:29,134.3
18:26:31,134.3
18:26:33,134.3
18:26:34,134.3
18:26:35,134.3
18:26:37,134.3
18:26:39,134.3
18:26:40,134.3
18:26:42,134.3
18:26:43,134.3
18:26:44,134.3
18:26:46,134.3
18:26:47,134.3
18:26:49,134.3
18:26:50,134.3
18:26:52,134.3
18:26:54,134.3
18:26:55,134.3
18:26:57,134.3
18:26:58,134.3
18:27:00,134.3
18:27:01,134.4
18:27:03,134.3
18:27:04,134.4
18:27:06,134.4
18:27:08,134.4
18:27:09,134.4
18:27:11,134.4
18:27:13,134.4
18:27:14,134.4
18:27:15,134.4
18:27:17,134.4
18:27:18,134.4
18:27:20,134.4
18:27:21,134.4
18:27:24,134.4
18:27:27,134.4
