Time,PMON 1,PMON_2,PMON_3,PMON_4,PMON_5,PMON_6
14:36:49,None,None,None,None,None,None
14:36:50,None,None,None,None,None,None
14:36:50,None,None,None,None,None,None
14:36:51,None,None,None,None,None,None
14:36:52,SENSOR_ERROR,None,None,None,None,None
14:36:52,SENSOR_ERROR,None,None,None,None,None
14:36:53,SENSOR_ERROR,None,None,None,None,None
14:36:53,20.95,None,None,None,None,None
14:36:54,20.95,None,None,None,None,None
14:36:54,20.95,None,None,None,None,None
14:36:55,20.96,None,None,None,None,None
14:36:55,20.96,None,None,None,None,None
14:36:56,20.96,None,None,None,None,None
14:36:57,20.96,None,None,None,None,None
14:36:57,20.96,None,None,None,None,None
14:36:58,20.96,None,None,None,None,None
14:36:58,20.97,None,None,None,None,None
14:36:59,20.97,None,None,None,None,None
14:36:59,20.97,None,None,None,None,None
14:37:00,20.97,None,None,None,None,None
14:37:01,20.97,None,None,None,None,None
14:37:01,20.97,None,None,None,None,None
14:37:02,20.97,None,None,None,None,None
14:37:02,20.97,None,None,None,None,None
14:37:03,20.97,None,None,None,None,None
14:37:03,20.96,None,None,None,None,None
14:37:04,20.96,None,None,None,None,None
14:37:05,20.96,None,None,None,None,None
14:37:05,20.96,None,None,None,None,None
14:37:06,20.96,None,None,None,None,None
14:37:06,20.96,None,None,None,None,None
14:37:07,20.97,None,None,None,None,None
14:37:07,20.97,None,None,None,None,None
14:37:08,20.97,None,None,None,None,None
14:37:09,20.97,None,None,None,None,None
14:37:09,20.97,None,None,None,None,None
14:37:10,20.97,None,None,None,None,None
14:37:10,20.97,None,None,None,None,None
14:37:11,20.97,None,None,None,None,None
14:37:11,20.97,None,None,None,None,None
14:37:12,20.97,None,None,None,None,None
14:37:13,20.97,None,None,None,None,None
14:37:13,20.97,None,None,None,None,None
14:37:14,20.96,None,None,None,None,None
14:37:14,20.96,None,None,None,None,None
14:37:15,20.96,None,None,None,None,None
14:37:15,20.97,None,None,None,None,None
14:37:16,20.97,None,None,None,None,None
14:37:17,20.97,None,None,None,None,None
14:37:17,20.97,None,None,None,None,None
14:37:18,20.97,None,None,None,None,None
14:37:18,20.97,None,None,None,None,None
14:37:19,20.95,None,None,None,None,None
14:37:19,20.95,None,None,None,None,None
14:37:20,20.95,None,None,None,None,None
14:37:21,20.96,None,None,None,None,None
14:37:21,20.96,None,None,None,None,None
14:37:22,20.96,None,None,None,None,None
14:37:22,20.96,None,None,None,None,None
14:37:23,20.96,None,None,None,None,None
14:37:23,20.96,None,None,None,None,None
14:37:24,20.96,None,None,None,None,None
14:37:25,20.96,None,None,None,None,None
14:37:25,20.96,None,None,None,None,None
