Time,Current (mA)
17:41:21.246000,3.05
17:41:21.445000,3.02
17:41:21.646000,3.08
17:41:21.853000,3.26
17:41:22.044000,3.26
17:41:22.249000,3.22
17:41:22.456000,2.72
17:41:22.659000,2.71
17:41:22.852000,2.72
17:41:23.066000,3.15
17:41:23.263000,3.16
17:41:23.466000,3.12
17:41:23.668000,3.18
17:41:23.867000,3.15
17:41:24.068000,3.15
17:41:24.276000,2.98
17:41:24.477000,2.92
17:41:24.667000,2.97
17:41:24.883000,3.16
17:41:25.084000,3.16
17:41:25.284000,3.20
17:41:25.485000,3.12
17:41:25.685000,3.09
17:41:25.889000,3.13
17:41:26.095000,3.04
17:41:26.295000,3.08
17:41:26.484000,3.10
17:41:26.700000,3.25
17:41:26.900000,3.27
17:41:27.099000,3.22
17:41:27.301000,3.15
17:41:27.500000,3.17
17:41:27.706000,3.17
17:41:27.904000,3.18
17:41:28.100000,3.17
17:41:28.314000,3.18
17:41:28.516000,3.20
17:41:28.717000,3.20
17:41:28.916000,3.19
17:41:29.118000,3.13
17:41:29.326000,3.14
17:41:29.526000,3.13
17:41:29.732000,3.17
17:41:29.932000,3.20
17:41:30.132000,3.24
17:41:30.334000,3.18
17:41:30.534000,3.18
17:41:30.740000,3.14
17:41:30.941000,3.26
17:41:31.145000,3.19
17:41:31.336000,3.19
17:41:31.551000,3.21
17:41:31.751000,3.21
17:41:31.950000,3.22
17:41:32.153000,3.16
17:41:32.358000,3.11
17:41:32.550000,3.13
17:41:32.752000,3.18
17:41:32.954000,3.19
17:41:33.150000,3.18
17:41:33.366000,3.24
17:41:33.566000,3.21
17:41:33.765000,3.24
17:41:33.968000,3.13
17:41:34.167000,3.19
17:41:34.369000,3.19
17:41:34.568000,3.18
17:41:34.773000,1.10
17:41:34.978000,3.10
17:41:35.185000,3.31
17:41:35.383000,3.24
17:41:35.584000,3.27
17:41:35.789000,3.23
17:41:35.986000,3.24
17:41:36.184000,3.26
17:41:36.396000,3.23
17:41:36.593000,3.24
17:41:36.783000,3.20
17:41:36.998000,3.27
17:41:37.199000,3.46
17:41:37.403000,3.50
17:41:37.602000,3.50
17:41:37.809000,3.50
17:41:38.002000,3.50
17:41:38.214000,3.54
17:41:38.404000,3.51
17:41:38.616000,3.52
17:41:38.820000,3.54
17:41:39.021000,3.55
17:41:39.221000,3.56
17:41:39.418000,3.57
17:41:39.616000,3.55
17:41:39.813000,3.54
17:41:40.027000,3.57
17:41:40.228000,3.59
17:41:40.429000,3.56
17:41:40.619000,3.46
17:41:40.834000,3.56
17:41:41.035000,3.57
17:41:41.236000,3.53
17:41:41.446000,3.69
17:41:41.639000,3.71
17:41:41.833000,3.49
17:41:42.046000,3.52
17:41:42.249000,3.60
17:41:42.450000,3.66
17:41:42.648000,3.71
17:41:42.846000,3.69
17:41:43.055000,3.62
17:41:43.252000,3.56
17:41:43.456000,3.62
17:41:43.665000,3.57
17:41:43.868000,3.51
17:41:44.067000,3.73
17:41:44.267000,3.62
17:41:44.469000,3.59
17:41:44.669000,3.56
17:41:44.870000,3.60
17:41:45.081000,3.58
17:41:45.280000,3.61
17:41:45.470000,3.63
17:41:45.686000,3.58
17:41:45.890000,3.58
17:41:46.086000,3.59
17:41:46.290000,3.59
17:41:46.483000,3.57
17:41:46.681000,3.57
17:41:46.901000,3.64
17:41:47.087000,3.61
17:41:47.288000,3.61
17:41:47.502000,3.59
17:41:47.703000,3.61
17:41:47.896000,3.60
17:41:48.109000,3.60
17:41:48.297000,3.59
17:41:48.511000,3.61
17:41:48.716000,3.62
17:41:48.913000,3.59
17:41:49.117000,3.59
17:41:49.321000,3.61
17:41:49.516000,3.58
17:41:49.723000,3.57
17:41:49.921000,3.64
17:41:50.123000,3.63
17:41:50.328000,3.63
17:41:50.521000,3.60
17:41:50.733000,3.61
17:41:50.934000,3.61
17:41:51.131000,3.31
17:41:51.340000,3.25
17:41:51.534000,3.30
17:41:51.737000,3.31
17:41:51.949000,3.30
17:41:52.138000,3.34
17:41:52.350000,3.14
17:41:52.546000,3.24
17:41:52.739000,3.30
17:41:52.953000,3.04
17:41:53.157000,2.52
17:41:53.355000,2.61
17:41:53.566000,3.01
17:41:53.765000,3.23
17:42:02.450000,3.12
17:42:02.649000,3.39
17:42:02.849000,3.30
17:42:03.049000,3.36
17:42:03.251000,3.37
17:42:03.457000,3.31
17:42:03.661000,3.45
17:42:03.864000,3.59
17:42:04.052000,3.86
17:42:04.269000,2.48
17:42:04.468000,2.68
17:42:04.669000,2.28
17:42:04.865000,2.02
17:42:05.265000,2.09
17:42:05.484000,4.66
17:42:05.682000,4.34
17:42:05.880000,4.47
17:42:06.084000,1.91
17:42:06.288000,1.66
17:42:06.488000,1.69
17:42:06.688000,2.88
17:42:07.301000,3.84
17:42:07.498000,3.92
17:42:07.697000,3.72
17:42:07.898000,0.94
17:42:08.099000,0.85
17:42:08.303000,1.18
17:42:08.504000,4.29
17:42:08.717000,4.16
17:42:08.911000,4.47
17:42:09.116000,3.00
17:42:09.313000,2.47
17:42:09.512000,2.62
17:42:09.724000,1.79
17:42:09.918000,2.17
17:42:10.122000,2.07
17:42:10.322000,4.49
17:42:10.522000,4.64
17:42:10.722000,4.31
17:42:10.936000,1.82
17:42:11.133000,1.92
17:42:11.330000,1.63
17:42:11.543000,3.51
17:42:11.743000,3.33
17:42:12.149000,3.99
17:42:12.338000,3.81
17:42:12.540000,3.83
17:42:12.752000,1.11
17:42:12.951000,1.33
17:42:13.153000,1.17
17:42:13.357000,4.14
17:42:13.558000,4.37
17:42:13.750000,4.28
17:42:13.965000,2.71
17:42:14.166000,2.95
17:42:14.365000,2.50
17:42:14.769000,2.14
17:42:14.971000,2.51
17:42:15.176000,4.77
17:42:15.376000,4.46
17:42:15.578000,4.42
17:42:15.780000,3.43
17:42:15.982000,3.62
