Time,PMON 1 (C),PMON_2 (C),PMON_3 (C),PMON_4 (C),PMON_5 (C),PMON_6 (C)
13:36:23,21.19,None,None,None,None,None
13:36:23,21.19,None,None,None,None,None
13:36:24,21.19,None,None,None,None,None
13:36:24,21.19,None,None,None,None,None
13:36:25,21.19,None,None,None,None,None
13:36:26,21.20,None,None,None,None,None
13:36:26,21.20,None,None,None,None,None
13:36:27,21.20,None,None,None,None,None
13:36:27,21.20,None,None,None,None,None
13:36:28,21.19,None,None,None,None,None
13:36:28,21.19,None,None,None,None,None
13:36:29,21.19,None,None,None,None,None
13:36:29,21.20,None,None,None,None,None
13:36:30,21.20,None,None,None,None,None
13:36:30,21.20,None,None,None,None,None
13:36:31,21.19,None,None,None,None,None
13:36:31,21.19,None,None,None,None,None
13:36:32,21.19,None,None,None,None,None
13:36:32,21.20,None,None,None,None,None
13:36:33,21.20,None,None,None,None,None
13:36:34,21.20,None,None,None,None,None
13:36:34,21.20,None,None,None,None,None
13:36:35,21.20,None,None,None,None,None
13:36:35,21.20,None,None,None,None,None
13:36:36,21.18,None,None,None,None,None
13:36:36,21.18,None,None,None,None,None
13:36:37,21.18,None,None,None,None,None
13:36:37,21.20,None,None,None,None,None
13:36:38,21.20,None,None,None,None,None
13:36:38,21.20,None,None,None,None,None
13:36:39,21.20,None,None,None,None,None
13:36:39,21.20,None,None,None,None,None
13:36:40,21.20,None,None,None,None,None
13:36:41,21.18,None,None,None,None,None
13:36:41,21.18,None,None,None,None,None
13:36:42,21.18,None,None,None,None,None
13:36:42,21.18,None,None,None,None,None
13:36:43,21.18,None,None,None,None,None
13:36:43,21.18,None,None,None,None,None
13:36:44,21.18,None,None,None,None,None
13:36:44,21.18,None,None,None,None,None
13:36:45,21.18,None,None,None,None,None
13:36:45,21.18,None,None,None,None,None
13:36:46,21.19,None,None,None,None,None
13:36:46,21.19,None,None,None,None,None
13:36:47,21.19,None,None,None,None,None
13:36:47,21.19,None,None,None,None,None
13:36:48,21.19,None,None,None,None,None
13:36:49,21.18,None,None,None,None,None
13:36:49,21.18,None,None,None,None,None
13:36:50,21.18,None,None,None,None,None
13:36:50,21.18,None,None,None,None,None
13:36:51,21.18,None,None,None,None,None
13:36:51,21.18,None,None,None,None,None
13:36:52,21.18,None,None,None,None,None
13:36:52,21.19,None,None,None,None,None
13:36:53,21.19,None,None,None,None,None
13:36:53,21.19,None,None,None,None,None
13:36:54,21.20,None,None,None,None,None
13:36:54,21.20,None,None,None,None,None
13:36:55,21.20,None,None,None,None,None
13:36:56,21.18,None,None,None,None,None
13:36:56,21.18,None,None,None,None,None
13:36:57,21.18,None,None,None,None,None
13:36:57,21.19,None,None,None,None,None
13:36:58,21.19,None,None,None,None,None
13:36:58,21.19,None,None,None,None,None
13:36:59,21.19,None,None,None,None,None
13:36:59,21.19,None,None,None,None,None
13:37:00,21.19,None,None,None,None,None
13:37:00,21.19,None,None,None,None,None
13:37:01,21.19,None,None,None,None,None
13:37:01,21.19,None,None,None,None,None
13:37:02,21.19,None,None,None,None,None
13:37:02,21.19,None,None,None,None,None
13:37:03,21.20,None,None,None,None,None
13:37:04,21.20,None,None,None,None,None
13:37:04,21.20,None,None,None,None,None
13:37:05,21.19,None,None,None,None,None
13:37:05,21.19,None,None,None,None,None
13:37:06,21.19,None,None,None,None,None
13:37:06,21.18,None,None,None,None,None
13:37:07,21.18,None,None,None,None,None
13:37:07,21.18,None,None,None,None,None
13:37:08,21.18,None,None,None,None,None
13:37:08,21.18,None,None,None,None,None
13:37:09,21.18,None,None,None,None,None
13:37:09,21.17,None,None,None,None,None
13:37:10,21.17,None,None,None,None,None
13:37:11,21.17,None,None,None,None,None
13:37:11,21.19,None,None,None,None,None
13:37:12,21.19,None,None,None,None,None
13:37:12,21.19,None,None,None,None,None
13:37:13,21.19,None,None,None,None,None
13:37:13,21.19,None,None,None,None,None
13:37:14,21.19,None,None,None,None,None
13:37:14,21.18,None,None,None,None,None
13:37:15,21.18,None,None,None,None,None
13:37:15,21.18,None,None,None,None,None
13:37:16,21.18,None,None,None,None,None
13:37:16,21.18,None,None,None,None,None
13:37:17,21.18,None,None,None,None,None
13:37:17,21.18,None,None,None,None,None
13:37:18,21.18,None,None,None,None,None
13:37:19,21.18,None,None,None,None,None
13:37:19,21.18,None,None,None,None,None
13:37:20,21.19,None,None,None,None,None
13:37:20,21.19,None,None,None,None,None
13:37:21,21.19,None,None,None,None,None
13:37:21,21.19,None,None,None,None,None
13:37:22,21.19,None,None,None,None,None
13:37:22,21.19,None,None,None,None,None
13:37:23,21.18,None,None,None,None,None
13:37:23,21.18,None,None,None,None,None
13:37:24,21.18,None,None,None,None,None
13:37:24,21.18,None,None,None,None,None
13:37:25,21.18,None,None,None,None,None
13:37:26,21.18,None,None,None,None,None
13:37:26,21.19,None,None,None,None,None
13:37:27,21.19,None,None,None,None,None
13:37:27,21.19,None,None,None,None,None
13:37:28,21.19,None,None,None,None,None
13:37:28,21.19,None,None,None,None,None
13:37:29,21.19,None,None,None,None,None
13:37:29,21.19,None,None,None,None,None
13:37:30,21.19,None,None,None,None,None
13:37:30,21.19,None,None,None,None,None
13:37:31,21.19,None,None,None,None,None
13:37:31,21.19,None,None,None,None,None
13:37:32,21.19,None,None,None,None,None
13:37:32,21.19,None,None,None,None,None
13:37:33,21.18,None,None,None,None,None
13:37:34,21.18,None,None,None,None,None
13:37:34,21.18,None,None,None,None,None
13:37:35,21.19,None,None,None,None,None
13:37:35,21.19,None,None,None,None,None
13:37:36,21.19,None,None,None,None,None
13:37:36,21.18,None,None,None,None,None
13:37:37,21.18,None,None,None,None,None
13:37:37,21.18,None,None,None,None,None
13:37:38,21.19,None,None,None,None,None
13:37:38,21.19,None,None,None,None,None
13:37:39,21.19,None,None,None,None,None
13:37:39,21.18,None,None,None,None,None
13:37:40,21.18,None,None,None,None,None
13:37:40,21.18,None,None,None,None,None
13:37:41,21.18,None,None,None,None,None
13:37:42,21.18,None,None,None,None,None
13:37:42,21.18,None,None,None,None,None
13:37:43,21.18,None,None,None,None,None
13:37:43,DISCONNECTED,DISCONNECTED,DISCONNECTED,DISCONNECTED,DISCONNECTED,DISCONNECTED
13:37:44,DISCONNECTED,DISCONNECTED,DISCONNECTED,DISCONNECTED,DISCONNECTED,DISCONNECTED
13:37:44,21.18,DISCONNECTED,DISCONNECTED,DISCONNECTED,DISCONNECTED,DISCONNECTED
13:37:45,21.18,DISCONNECTED,DISCONNECTED,DISCONNECTED,DISCONNECTED,DISCONNECTED
13:37:45,21.18,DISCONNECTED,DISCONNECTED,DISCONNECTED,DISCONNECTED,DISCONNECTED
13:37:46,21.18,DISCONNECTED,DISCONNECTED,DISCONNECTED,DISCONNECTED,DISCONNECTED
13:37:46,21.18,DISCONNECTED,DISCONNECTED,DISCONNECTED,DISCONNECTED,DISCONNECTED
13:37:47,21.18,DISCONNECTED,DISCONNECTED,DISCONNECTED,DISCONNECTED,DISCONNECTED
13:37:47,21.18,DISCONNECTED,DISCONNECTED,DISCONNECTED,DISCONNECTED,DISCONNECTED
13:37:48,21.18,DISCONNECTED,DISCONNECTED,DISCONNECTED,DISCONNECTED,DISCONNECTED
13:37:49,21.18,DISCONNECTED,DISCONNECTED,DISCONNECTED,DISCONNECTED,DISCONNECTED
13:37:49,21.18,DISCONNECTED,DISCONNECTED,DISCONNECTED,DISCONNECTED,DISCONNECTED
